Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
Sổ hồng/ Sổ đỏ,_,---,7m,"5,25 tỷ",https://alonhadat.com.vn/ha-gia-ban-nhanh-nha-binh-tan-huong-lo-2-64m2-gia-chi-5-ty-250tr--17409352.html,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",17409352.0,4,Nhà trong hẻm,16m,64 m2,,,,Cần bán,,4m,,2
Sổ hồng/ Sổ đỏ,_,---,6m,"6,499 tỷ",https://alonhadat.com.vn/nha-dep-huong-lo-2-giap-tan-phu-nha-moi-dep-3-tang-60m2-gap-ban-17408851.html,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",17408851.0,4,Nhà trong hẻm,15m,60 m2,,,,Cần bán,,4m,,2
---,_,---,6m,"4,15 tỷ",https://alonhadat.com.vn/-tan-phu-60m-a4-hem-6m-gan-big-c-4x15m-60m2-nha-cu-gia-chi-4-35-ty--16621402.html,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",16621402.0,2,Nhà trong hẻm,15m,60 m2,---,,---,Cần bán,---,4m,---,2
---,_,---,---,"2,5 tỷ / m2",https://alonhadat.com.vn/can-ho-cora-tower-1pn-view-bien-my-khe-view-phao-hoa-view-thanh-pho--17408972.html,"Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",17408972.0,1,Căn hộ chung cư,---,54 m2,---,Căn hộ chung cư Sun Spana Tower (xem chi tiết dự án),---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,10m,640 triệu,https://alonhadat.com.vn/mat-tien-kinh-doanh-duong-nhua-10m-thi-tran-cu-chi-480m2-so-hong-rieng-17408094.html,"Đường Nguyễn Phong Sắc, Thị Trấn Củ Chi, Huyện Củ Chi, Hồ Chí Minh",17408094.0,---,"Đất thổ cư, đất ở",48m,480 m2,---,,---,Cần bán,---,10m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,,---,11 tỷ,https://alonhadat.com.vn/can-ban-nha-thiet-ke-hien-dai-trung-tam-do-thi-chi-linh-phuong-nguyen-an-ninh-vung-tau-17317692.html,"Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",17317692.0,4,Nhà mặt tiền,---,69 m2,---,Khu đô thị mới Chí Linh (xem chi tiết dự án),,Cần bán,,---,,3
Sổ hồng/ Sổ đỏ,_,,---,"16,5 tỷ",https://alonhadat.com.vn/ban-nha-3-tang-kdc-ap-5-phong-phu-binh-chanh-17246070.html,"Đường số 10, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh",17246070.0,4,Nhà mặt tiền,---,140 m2,---,,,Cần bán,---,---,,3
Sổ hồng/ Sổ đỏ,_,---,12m,"10,3 tỷ",https://alonhadat.com.vn/dien-tich-10-5m-70m-cong-nhan-735m-gom-81m-tho-cu-con-lai-dat-trong-cay-lau-nam--17405375.html,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",17405375.0,6,"Kho, xưởng",70m,700 m2,---,,---,Cần bán,---,11m,---,2
Sổ hồng/ Sổ đỏ,_,---,14m,"10,8 tỷ",https://alonhadat.com.vn/10-8-ty-40m2-khu-tdc-giang-bien-viet-hung-via-he-2-ben-17325363.html,"Phố Phạm Khắc Quảng, Phường Việt Hưng, Quận Long Biên, Hà Nội",17325363.0,---,"Đất nền, liền kề, đất dự án",10m,40 m2,---,,---,Cần bán,---,4m,---,---
Sổ hồng/ Sổ đỏ,_,,30m,28 tỷ,https://alonhadat.com.vn/chinh-chu-can-ban-nha-mat-tien-ly-thanh-tong-tan-phu-co-thu-nhap-on-dinh-17tr-thang-17008268.html,"Đường Tô Ký, Xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh",17008268.0,---,Nhà trong hẻm,60m,324 m2,,,,Cần bán,,"6,3m",,3
Sổ hồng/ Sổ đỏ,Đông Nam,---,20m,133 tỷ,https://alonhadat.com.vn/ban-dat-dien-tich-282m2-kdt-vuon-dao-lac-long-quan-tay-ho-ha-noi-17402998.html,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",17402998.0,---,"Đất nền, liền kề, đất dự án","21,6m",282 m2,---,Khu phức hợp Vườn Đào (xem chi tiết dự án),---,Cần bán,---,13m,---,---
Sổ hồng/ Sổ đỏ,_,---,12m,"8,5 tỷ",https://alonhadat.com.vn/-nha-mat-tien-nguyen-thi-nhuan-apd09-q12-dt-4x14m-duong-12m-chi-8-5-ty-tl-17402764.html,"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",17402764.0,4,Nhà mặt tiền,14m,56 m2,,,---,Cần bán,---,4m,---,4
Sổ hồng/ Sổ đỏ,_,---,10m,11 tỷ,https://alonhadat.com.vn/ban-toa-can-ho-son-tra-khu-bien-5-tang-16-phong-gia-11-ty--17401844.html,"Đường An Hải 10, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17401844.0,12,Nhà mặt tiền,---,100 m2,---,,---,Cần bán,---,5m,---,5
Sổ hồng/ Sổ đỏ,Đông Bắc,---,36m,25 triệu / m2,https://alonhadat.com.vn/chi-25tr-m2-co-hoi-dau-tu-vang-cho-nha-dau-tu-ngay-cua-ngo-vung-tau-17400693.html,"Đường Ven Biển, Phường 12, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",17400693.0,---,"Đất thổ cư, đất ở",30m,330 m2,---,,---,Cần bán,---,10m,---,---
---,_,---,7m,8 tỷ,https://alonhadat.com.vn/ban-nha-4-tang-hoa-xuan-da-nang-full-noi-that-xin-cao-cap-khong-gian-song-chuan-minimali-17398613.html,"Đường Hói Kiểng 10, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",17398613.0,4,Nhà mặt tiền,---,350 m2,---,,---,Cần bán,---,5m,---,4
Sổ hồng/ Sổ đỏ,_,---,3m,"8,3 tỷ",https://alonhadat.com.vn/toi-ban-gap-nha-thuy-khue-10m-ra-o-to-2-mat-thoang-gia-8-3-ty-17397986.html,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",17397986.0,4,Nhà trong hẻm,---,33 m2,,,,Cần bán,---,---,,5
Sổ hồng/ Sổ đỏ,_,---,50m,"43,89 tỷ",https://alonhadat.com.vn/giam-5-ty-cc-can-ban-gap-nha-mat-pho-kim-dong-120m2-6-tang-thang-may-2-mat-tien--17066783.html,"Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",17066783.0,9,Nhà mặt tiền,"28,5m",120 m2,,,,Cần bán,,"4,2m",,6
Sổ hồng/ Sổ đỏ,Đông Nam,---,---,60 triệu / m2,https://alonhadat.com.vn/nhan-booking-du-an-hue-heritage-ngay-trung-tam-tp-hue-17146920.html,"Đường Đống Đa, Phường Phú Nhuận, Thành phố Huế, Huế",17146920.0,3,Căn hộ chung cư,---,90 m2,---,Căn hộ chung cư Huế Heritage (xem chi tiết dự án),---,Cần bán,---,---,---,10
Sổ hồng/ Sổ đỏ,_,---,---,"1,38 tỷ",https://alonhadat.com.vn/2-suat-noi-bo-gia-chi-1-29-ty-2pn-ngan-hang-ho-tro-70-va-0-lai-suat-thanh-toan-260-trieu-17394503.html,"Đường Quốc Lộ 1, Xã Mỹ Yên, Huyện Bến Lức, Long An",17394503.0,2,Căn hộ chung cư,---,46 m2,---,Căn hộ chung cư Destino Centro (xem chi tiết dự án),---,Cần bán,---,---,---,2
Sổ hồng/ Sổ đỏ,_,---,3m,"13,2 tỷ",https://alonhadat.com.vn/sieu-pham-chdv-dong-tien-55m2-8-tang-mt-7-4m-nhinh-13-ty-tai-xa-dan-cho-kham-thien--17393068.html,"100/59 Phố Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội",17393068.0,13,Căn hộ chung cư,---,55 m2,,,,Cần bán,---,"7,4m",,8
---,_,---,24m,100 tỷ,https://alonhadat.com.vn/chuyen-nhuong-du-an-toa-dich-vu-thuong-mai-va-khach-san-mat-pho-cau-giay-dt-6300m2-mt40m-16855203.html,"Đường Cầu vượt Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",16855203.0,---,Các loại khác,---,6.300 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,3m,"8,1 tỷ",https://alonhadat.com.vn/ban-nha-da-sy-lo-goc-2-thoang-oto-do-cua-34m2-x-4-tang-17386150.html,"Ngõ 2 Tổ 5 Đa Sỹ Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",17386150.0,4,Nhà trong hẻm,---,34 m2,,,,Cần bán,---,"3,3m",,4
Sổ hồng/ Sổ đỏ,_,---,"7,5m","5,4 tỷ",https://alonhadat.com.vn/gio-hang-4-can-lien-ke-view-cong-vien-view-song-du-an-solera-quy-nhon-17132550.html,"Phường Trần Quang Diệu, Thành phố Quy Nhơn, Bình Định",17132550.0,6,"Biệt thự, nhà liền kề","18,5m",330 m2,---,Nhà phố Solera Quy Nhơn (xem chi tiết dự án),---,Cần bán,---,5m,---,4
---,_,---,---,4 tỷ,https://alonhadat.com.vn/booking-ngay-so-huu-can-ho-dang-cap-nhat-the-legend-city-da-nang-cdt-mo-ban-gio-hang-dau-16704643.html,"Đường Võ Văn Kiệt, Phường An Hải Nam, Quận Sơn Trà, Đà Nẵng",16704643.0,2,Căn hộ chung cư,---,50 m2,---,Căn hộ chung cư The Legend City (xem chi tiết dự án),---,Cần bán,---,---,---,29
---,_,---,25m,172 tỷ,https://alonhadat.com.vn/chinh-chu-ban-dat-biet-thu-2-mat-tien-duong-tran-luu-noi-dai-an-khanh-tp-hcm-17384343.html,"Quận 2, Hồ Chí Minh",17384343.0,---,"Đất thổ cư, đất ở",25m,1.230 m2,---,,---,Cần bán,---,50m,---,---
Sổ hồng/ Sổ đỏ,_,---,24m,"3,7 tỷ",https://alonhadat.com.vn/mua-nha-5-tang-eco-palace-02-mai-hac-de-chi-voi-3-7-ty-can-6-5m-x-16m-2-mat-tien-17054576.html,"Đường Mai Hắc Đế, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",17054576.0,6,Nhà mặt tiền,18m,126 m2,---,Khu đô thị mới Eco Palace - Ecopark (xem chi tiết dự án),---,Cần bán,---,7m,---,4
Sổ hồng/ Sổ đỏ,_,---,---,3 tỷ,https://alonhadat.com.vn/thong-tin-du-an-the-legend-city-da-nang-cdt-vipico-rox-viling-16410998.html,"Đường Võ Văn Kiệt, Phường An Hải Nam, Quận Sơn Trà, Đà Nẵng",16410998.0,2,Căn hộ chung cư,---,50 m2,---,Căn hộ chung cư The Legend City (xem chi tiết dự án),---,Cần bán,---,---,---,29
Sổ hồng/ Sổ đỏ,_,---,---,3 tỷ,https://alonhadat.com.vn/vi-tri-du-an-the-legend-city-da-nang-song-dang-cap-va-co-hoi-dau-tu-tai-the-legend-city-16445271.html,"Đường Võ Văn Kiệt, Phường An Hải Nam, Quận Sơn Trà, Đà Nẵng",16445271.0,2,Căn hộ chung cư,---,50 m2,---,Căn hộ chung cư The Legend City (xem chi tiết dự án),---,Cần bán,---,---,---,29
Sổ hồng/ Sổ đỏ,_,---,3m,"15,5 tỷ",https://alonhadat.com.vn/ban-nha-dinh-cong-thuong-dep-hiem-khong-co-cai-thu-2-17372440.html,"Ngõ 219 Định Công Thượng Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",17372440.0,7,Nhà trong hẻm,---,65 m2,,,,Cần bán,---,"4,5m",,5
Sổ hồng/ Sổ đỏ,_,---,"4,8m","15,8 tỷ",https://alonhadat.com.vn/ban-nha-chinh-chu-trong-khu-compound-99c-duong-cong-hoa-quan-tan-binh-16824891.html,"khu 99c/2f Đường Cộng Hòa, Phường 4, Quận Tân Bình, Hồ Chí Minh",16824891.0,4,Nhà trong hẻm,16m,64 m2,,,,Cần bán,,4m,,4
---,_,---,15m,21 tỷ,https://alonhadat.com.vn/sieu-hiem-hang-khach-san-mat-tien-nguyen-tat-thanh-dang-duoc-cac-nha-dau-tu-san-don-17354754.html,"Đường Nguyễn Tất Thành, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",17354754.0,18,Nhà mặt tiền,---,133 m2,,,---,Cần bán,---,5m,---,4
Sổ hồng/ Sổ đỏ,_,---,"7,5m",6 tỷ,https://alonhadat.com.vn/ban-dat-nen-fpt-city-da-nang-cac-san-pham-vi-tri-dep-ty-le-sinh-loi-lon-17351080.html,"Đường Hoàng Minh Thắng, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",17351080.0,---,"Đất nền, liền kề, đất dự án",18m,108 m2,---,Khu đô thị mới FPT City Đà Nẵng (xem chi tiết dự án),---,Cần bán,---,6m,---,6
Sổ hồng/ Sổ đỏ,_,---,30mm,285 triệu,https://alonhadat.com.vn/can-ban-lo-dat-mat-tien-duong-lien-xa-quy-hoach-30m-17336113.html,"Xã Lơ Pang, Huyện Mang Yang, Gia Lai",17336113.0,---,"Đất thổ cư, đất ở",60mm,573 m2,---,,---,Cần bán,---,"8,6m",---,---
Sổ hồng/ Sổ đỏ,_,---,---,198 tỷ,https://alonhadat.com.vn/chuyen-nhuong-resort-bien-quy-nhon--17239679.html,"Quốc Lộ 1D, Phường Ghềnh Ráng, Thành phố Quy Nhơn, Bình Định",17239679.0,40,Các loại khác,---,14.500 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,5m,29 tỷ,https://alonhadat.com.vn/chinh-chu-ban-toa-chdv-95m2-mat-tien-6-45m-7-tang-25-can-ho-gia-26-ty-15662556.html,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",15662556.0,25,Nhà trong hẻm,14m,95 m2,,,,Cần bán,,"6,45m",,7
Sổ hồng/ Sổ đỏ,_,---,6m,36 tỷ,https://alonhadat.com.vn/can-ban-nha-ngo-165-thai-ha-o-to-tranh-70m2-mat-tien-7m-nha-9-tang-co-ham-gia-36-ty-17232082.html,"Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",17232082.0,23,Nhà trong hẻm,10m,70 m2,---,,---,Cần bán,---,7m,---,9
Sổ hồng/ Sổ đỏ,_,---,"5,0m",25 tỷ,https://alonhadat.com.vn/chinh-chu-can-ban-lo-dat-2-mat-kiet-oto-ha-bong-s158m2-gia-19-5-ty-17002728.html,"Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17002728.0,2,"Đất thổ cư, đất ở",---,290 m2,,,,Cần bán,,25m,,1
Sổ hồng/ Sổ đỏ,_,---,11m,"12,5 tỷ",https://alonhadat.com.vn/chinh-chu-can-ban-nha-3-tang-mt-le-thanh-nghi-s130m2-gia-16-9-ty-17318293.html,"Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",17318293.0,4,Nhà mặt tiền,---,75 m2,,,,Cần bán,,5m,,3
Sổ hồng/ Sổ đỏ,_,---,11m,"15,5 tỷ",https://alonhadat.com.vn/chinh-chu-can-ban-nha-3t-mat-tien-nui-thanh-s180m2-gia-18-0-ty-17318630.html,"Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",17318630.0,5,Nhà mặt tiền,---,162 m2,,,,Cần bán,,"6,2m",,3
Sổ hồng/ Sổ đỏ,_,---,15m,60 tỷ,https://alonhadat.com.vn/chinh-chu-can-ban-mat-tien-tran-van-du-s232m2-gia-21-5-ty-17154382.html,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17154382.0,4,"Đất thổ cư, đất ở",---,238 m2,,,,Cần bán,,10m,,2
Sổ hồng/ Sổ đỏ,_,---,4m,"6,9 tỷ",https://alonhadat.com.vn/nha-4-tang-kiet-o-to-hoang-dieu-100-m2-cach-duong-chinh-50m-san-dong-tien-6-9-ty-17411562.html,"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",17411562.0,6,Nhà trong hẻm,---,100 m2,---,,---,Cần bán,---,4m,---,4
Sổ hồng/ Sổ đỏ,_,---,7m,15 tỷ,https://alonhadat.com.vn/mat-tien-dang-vu-hy-trung-tam-du-lich-bien-122-m2-duong-7-5m-gan-bien-my-khe-15ty-17411506.html,"Đường Đặng Vũ Hỷ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17411506.0,1,Nhà mặt tiền,---,122 m2,---,,---,Cần bán,---,"4,2m",---,1
Sổ hồng/ Sổ đỏ,Tây Nam,---,7mm,400 triệu,https://alonhadat.com.vn/mo-ban-f0-tai-xa-viet-khe-chi-tu-400-la-anh-chi-co-the-so-huu-lo-dat-vi-tri-dep-17365575.html,"Tỉnh lộ 352, Xã Liên Xuân, Thành phố Thủy Nguyên, Hải Phòng",17365575.0,---,"Đất thổ cư, đất ở",10m,60 m2,---,,---,Cần bán,---,5m,---,---
---,_,---,8m,300 triệu,https://alonhadat.com.vn/mo-ban-21-lo-f0-canh-duong-21m-gia-chi-tu-2xx-17402425.html,"Đường Liên Xã, Xã Liên Xuân, Thành phố Thủy Nguyên, Hải Phòng",17402425.0,---,"Đất thổ cư, đất ở",---,80 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,24m,"1,95 tỷ",https://alonhadat.com.vn/chu-ngop-ha-gia-ban-gap-230m2-mat-tien-le-duan-gia-1ty950-doi-dien-khu-tttm-77ha-16923900.html,"Đường Lê Duẩn, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",16923900.0,---,"Đất thổ cư, đất ở",23m,230 m2,---,,---,Cần bán,---,10m,---,---
Sổ hồng/ Sổ đỏ,_,---,4m,"3,49 tỷ",https://alonhadat.com.vn/ban-nha-quan-12-hxh-4-x-15m-shr-gia-chi-3-45-ty-so-vuong-vuc-khong-co-ti-lo-gioi-nao-17265521.html,"Đường Nguyễn Ảnh Thủ, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",17265521.0,3,Nhà trong hẻm,15m,92 m2,---,,---,Cần bán,---,4m,---,2
Sổ hồng/ Sổ đỏ,_,---,5m,"3,09 tỷ",https://alonhadat.com.vn/chot-nhanh-can-nha-dep-58-8m2-ngay-duong-so-5-thu-duc-gia-3-ty-090-shr-hem-xe-hoi-5m-17408170.html,"Đường Số 5, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh",17408170.0,3,Nhà trong hẻm,---,59 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,5m,"3,29 tỷ",https://alonhadat.com.vn/1-can-duy-nhat-sieu-moi-52m2-hem-xe-hoi-ngay-dao-duy-anh-phu-nhuan-gia-3-ty-290-shr-17407874.html,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Hồ Chí Minh",17407874.0,3,Nhà trong hẻm,---,52 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,5m,"2,85 tỷ",https://alonhadat.com.vn/chot-ngay-nha-53-3m2-ngay-nguyen-van-luong-go-vap-gia-2-ty-850-co-shr-hem-5m-thong-17408437.html,"Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh",17408437.0,4,Nhà trong hẻm,---,53 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,5m,"2,92 tỷ",https://alonhadat.com.vn/ban-gap-can-nha-hem-1-52-5m2-ngay-pham-van-dong-binh-thanh-gia-2-ty-920-so-rieng-17408282.html,"Đường Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Hồ Chí Minh",17408282.0,3,Nhà trong hẻm,---,53 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,5m,"3,62 tỷ",https://alonhadat.com.vn/ban-nha-hem-1-ngay-truong-chinh-tan-binh-gia-3-ty-620-52-8m2-shr-nhieu-tien-ich-17410365.html,"Đường Trường Chinh, Phường 13, Quận Tân Bình, Hồ Chí Minh",17410365.0,4,Nhà trong hẻm,---,53 m2,,,,Cần bán,,---,,2
Sổ hồng/ Sổ đỏ,_,---,30m,45 tỷ,https://alonhadat.com.vn/chu-em-ty-nho-ban-nha-mat-pho-hoang-mai-truoc-sau-o-to-tranh-kinh-doanh-bat-chap-45-ty-17372553.html,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",17372553.0,8,Nhà mặt tiền,0m,120 m2,---,,---,Cần bán,---,0m,---,6
Sổ hồng/ Sổ đỏ,Đông Nam,---,4m,"12,5 tỷ",https://alonhadat.com.vn/-ban-nha-pho-nguyen-khang-cau-giay-gara-oto-de-trong-nha-17309644.html,"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",17309644.0,4,Nhà mặt tiền,8m,38 m2,,,,Cần bán,,5m,,6
---,Đông Nam,---,3m,"10,6 tỷ",https://alonhadat.com.vn/-ban-nha-pho-xuan-thuy-cau-giay-gan-pho-oto-17308784.html,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",17308784.0,3,Nhà mặt tiền,10m,40 m2,,,---,Cần bán,---,"3,8m",---,4
---,_,---,6m,295 ngàn,https://alonhadat.com.vn/don-song-cau-lai-xuan-mo-ban-21-lo-viet-khe-mat-duong-nhua-chi-tu-hon-400-trieu-17355551.html,"Xã Liên Xuân, Thành phố Thủy Nguyên, Hải Phòng",17355551.0,---,"Đất thổ cư, đất ở",---,84 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,5m,"6,9 tỷ",https://alonhadat.com.vn/nha-lau-nam-chua-qua-dt-hem-5m-khu-etown-cong-hoa-79m2-6-9-ty-17413095.html,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh",17413095.0,3,Nhà trong hẻm,16m,79 m2,---,,---,Cần bán,---,"4,9m",---,1
---,_,---,8m,15 tỷ,https://alonhadat.com.vn/-mt-pham-vu-hy-tap-trung-khach-du-lich-sam-uat--17406889.html,"Đường Đặng Vũ Hỷ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17406889.0,1,Nhà mặt tiền,---,122 m2,,,,Cần bán,,"4,13m",,1
---,_,---,3m,"4,35 tỷ",https://alonhadat.com.vn/-ban-nha-3-tang-kem-day-phong-tro-3-phong--17406893.html,"Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",17406893.0,6,Nhà trong hẻm,---,73 m2,,,,Cần bán,,7m,,3
---,_,---,8m,"12,45 tỷ",https://alonhadat.com.vn/-mt-do-huy-uyen-gan-pham-van-dong-3-tang-kien-co-17406887.html,"Đường Đỗ Huy Uyển, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",17406887.0,3,Nhà mặt tiền,---,100 m2,,,,Cần bán,,5m,,3
---,_,---,"4,5m","12,9 tỷ",https://alonhadat.com.vn/-nha-3-tang-kiet-87-ngu-hanh-son-sat-pho-tay-an-thuong-thong-phan-tu-17406878.html,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",17406878.0,3,Nhà trong hẻm,---,135 m2,,,,Cần bán,,"7,5m",,3
---,_,---,8m,"5,9 tỷ",https://alonhadat.com.vn/-ban-day-tro-mt-doan-huu-trung-gia-nhinh-5-ty-17406879.html,"Đường Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",17406879.0,4,Nhà mặt tiền,---,123 m2,,,,Cần bán,,5m,,---
---,_,---,10m,"9,9 tỷ",https://alonhadat.com.vn/-lo-dat-2-mt-binh-than-man-quang-8-phu-hop-xay-toa-can-ho-17406870.html,"Đường Bình Than, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",17406870.0,---,"Đất thổ cư, đất ở",---,122 m2,---,,---,Cần bán,,"6,8m",---,---
---,_,---,33m,"5,55 tỷ",https://alonhadat.com.vn/-mt-ngo-quyen-kinh-doanh-sam-uat-nhinh-5-ty-17406882.html,"Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",17406882.0,2,Nhà mặt tiền,---,43 m2,,,,Cần bán,,"7,4m",,2
Sổ hồng/ Sổ đỏ,_,---,3m,"6,5 tỷ",https://alonhadat.com.vn/nha-cu-quan-5-ngang-4-6m-dai-13m-no-hau-tran-hung-dao-gan-benh-vien-chinh-hinh-17406169.html,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",17406169.0,3,Nhà trong hẻm,13m,60 m2,,,,Cần bán,,"4,6m",,3
Sổ hồng/ Sổ đỏ,Tây Bắc,---,30m,"7,65 tỷ",https://alonhadat.com.vn/ban-nha-pho-mat-tien-ha-huy-tap-day-du-noi-that-shophouse-khu-do-thi-an-phu-17350336.html,"Đường Hà Huy Tập, Phường Tân An, Thành phố Buôn Ma Thuột, Đắk Lắk",17350336.0,3,Nhà mặt tiền,20m,100 m2,,Khu dân cư Hà Huy Tập (Flame City) (KĐT Ân Phú) (xem chi tiết dự án),,Cần bán,,5m,,4
Sổ hồng/ Sổ đỏ,_,---,16m,"1,5 tỷ",https://alonhadat.com.vn/can-ban-gap-lo-dat-ngay-cho-chanh-luu-bach-hoa-xanh-duong-thong-dan-cu-kin-5x35-tc-100-17095078.html,"Đường Hai Tháng Chín, Phường Chánh Phú Hòa, Thành phố Bến Cát, Bình Dương",17095078.0,---,"Đất thổ cư, đất ở",35m,172 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông,---,6m,17 tỷ,https://alonhadat.com.vn/chuyen-nhuong-homestay-ket-hop-nuong-bbq-cf-farm-garden-tp-hue-17412998.html,"Đường Tránh Huế Quốc lộ 1A, Phường Thủy Bằng, Thành phố Huế, Huế",17412998.0,20,"Nhà hàng, khách sạn",56m,4.500 m2,---,,,Cần bán,,80m,,1
---,_,---,5m5m,"6,9 tỷ",https://alonhadat.com.vn/chinh-chu-ban-nha-3-tang-duong-nai-tu-1-sat-tran-hung-dao-cau-song-han-son-tra-da-nang-17396346.html,"Đường Nại Tú 1, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",17396346.0,4,Nhà mặt tiền,13m,52 m2,---,,---,Cần bán,---,4m,---,3
Sổ hồng/ Sổ đỏ,_,---,12m,"5,15 tỷ",https://alonhadat.com.vn/ban-gap-138m2-6x23m-doi-dien-song-duong-nhua-12m-full-tho-cu-sat-nga-tu-binh-phuoc-15184008.html,"Đường Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",15184008.0,---,"Đất thổ cư, đất ở","21,8m",135 m2,---,,---,Cần bán,---,"6,2m",---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,24m,"3,89 tỷ",https://alonhadat.com.vn/mat-tien-kinh-doanh-duong-24m-kqh-thanh-lam-thanh-thuy-tp-hue-17412932.html,"Đường Thanh Lam, Phường Thủy Phương, Thị xã Hương Thủy, Huế",17412932.0,---,"Đất nền, liền kề, đất dự án","20,5m",235 m2,---,Khu dân cư KQH Thanh Lam (xem chi tiết dự án),---,Cần bán,---,"11,5m",---,---
